종목코드,종목명,분기,발표일,정보출처,유형,포함버전,상장직후,거래일t0,모델,추정관측수,alpha,beta_시장,beta_섹터,R2,CAR_0_1,CAR_0_5,CAR_0_20,CAR_PRE,이벤트키,사유
214450,파마리서치,2023Q3,2023-11-14,정기보고서,메디컬,v2,False,2023-11-14,2팩터시장모델,220,0.0026200981956900704,0.7353611613386573,0.3325795304475563,0.18374438632260293,-0.040884891243860244,-0.08496957280770406,-0.15833173903028416,0.018799997128318285,214450_2023Q3,
214450,파마리서치,2023Q4,2024-02-08,잠정실적,메디컬,v2,False,2024-02-08,2팩터시장모델,220,0.0015287602697699096,0.7112698985527193,0.38243436532007846,0.20620355734021534,-0.04407598222690522,-0.11947283125202754,-0.1365878500623804,-0.14128332355325451,214450_2023Q4,
214450,파마리서치,2024Q1,2024-05-10,잠정실적,메디컬,v2,False,2024-05-10,2팩터시장모델,220,-8.717304524885443e-06,0.6875070499141104,0.4748513648573364,0.22360234723146277,-0.029796617473070386,-0.048932133145408,-0.1914658202510527,0.17957613792219665,214450_2024Q1,
214450,파마리서치,2024Q2,2024-08-07,잠정실적,메디컬,v2,False,2024-08-07,2팩터시장모델,220,0.0013913282384944584,0.6034542856124976,0.432603149380038,0.15853814018109746,0.18182498736286018,0.246261316336833,0.24760606904532872,0.11578453423815563,214450_2024Q2,
214450,파마리서치,2024Q3,2024-11-13,잠정실적,메디컬,v2,False,2024-11-13,2팩터시장모델,220,0.002670551489074929,0.7183312619815176,0.3769536245585576,0.16577575217707663,0.01004604261239337,-0.040086013841040394,0.06299454002423677,0.028984150962228155,214450_2024Q3,
214450,파마리서치,2024Q4,2025-02-10,잠정실적,메디컬,v2,False,2025-02-10,2팩터시장모델,220,0.004902236000864648,0.8551632260053137,0.3127263458201355,0.18034037926777802,0.06033166810938822,0.03429524141685659,0.12087020004334346,-0.05400621806881751,214450_2024Q4,
214450,파마리서치,2025Q1,2025-05-13,잠정실적,메디컬,v2,False,2025-05-13,2팩터시장모델,220,0.00620515741382695,0.8954210562981078,0.2729186148033241,0.18921999863489192,0.036406988363016875,0.07850667837138967,0.05999222757340171,-0.03314747408508563,214450_2025Q1,
214450,파마리서치,2025Q2,2025-08-08,잠정실적,메디컬,v2,False,2025-08-08,2팩터시장모델,220,0.006393420898266017,0.9957371401548643,0.31829519058144967,0.24829571305332687,0.12304149724137478,0.10059320313028418,0.005550580844284836,-0.05813643217583732,214450_2025Q2,
214450,파마리서치,2025Q3,2025-11-11,잠정실적,메디컬,v2,False,2025-11-11,2팩터시장모델,220,0.004174297425413658,0.9719061285618448,0.46372565254889553,0.21250304689012212,-0.1334512837285755,-0.08169406222663683,-0.29997507985580985,-0.17201174198558553,214450_2025Q3,
214450,파마리서치,2025Q4,2026-02-04,잠정실적,메디컬,v2,False,2026-02-04,2팩터시장모델,220,0.0016045749104078417,0.9796124700399567,0.6428149926869959,0.21188035915281656,-0.24226109378793798,-0.2520911461371741,-0.25101465015019336,-0.14668925143267983,214450_2025Q4,
214450,파마리서치,2026Q1,2026-05-08,잠정실적,메디컬,v2,False,2026-05-08,2팩터시장모델,220,-0.0019901973882181815,0.9830465392432614,0.5813022569521973,0.27617342229309505,-0.031347821052251035,0.059662407224291905,0.08629286943604829,0.034869024188806025,214450_2026Q1,
214450,파마리서치,2026Q2,2026-08-07,잠정실적,메디컬,v2,False,2026-08-07,2팩터시장모델,220,-0.0025303422137909056,0.9125403584681218,0.5066435680977149,0.3513447615167735,-0.0034977392085570047,-0.08183105647025758,,0.18676093132358237,214450_2026Q2,
237880,클리오,2022Q3,2022-11-11,잠정실적,브랜드,v1,False,2022-11-11,2팩터시장모델,220,0.0004201186168057301,0.919600794953011,1.0519504121401506,0.4679001874047807,0.052839654756533704,0.0020967499561142227,0.03042305879019282,-0.13001671996210798,237880_2022Q3,
237880,클리오,2022Q4,2023-02-23,잠정실적,브랜드,v1,False,2023-02-23,2팩터시장모델,220,1.8169120030894466e-05,0.9708729811123723,0.9260348388943754,0.47684175241591886,0.02952533090027886,0.07352372231146245,0.24398934688615206,0.009508824353517015,237880_2022Q4,
237880,클리오,2023Q1,2023-05-09,잠정실적,브랜드,v1,False,2023-05-09,2팩터시장모델,220,0.0008691883090722386,1.0062619043115135,0.7395573462527989,0.48635997079024507,-0.046479364221238294,-0.11524540171024512,-0.21230532105456373,-0.11644318223168565,237880_2023Q1,
237880,클리오,2023Q2,2023-08-07,잠정실적,브랜드,v1,False,2023-08-07,2팩터시장모델,220,0.001557442334369294,0.9673734825876321,0.6891568443123073,0.41322917151035865,0.021549084066186164,0.11650827199706408,0.21894180650422335,-0.16990108691045774,237880_2023Q2,
237880,클리오,2023Q3,2023-11-08,잠정실적,브랜드,v1,False,2023-11-08,2팩터시장모델,220,0.003247879830126867,0.633165339920006,0.928875476659554,0.35005173830424063,0.08247068761884584,0.07607571231128796,0.060901138305471614,0.03340056474191833,237880_2023Q3,
237880,클리오,2023Q4,2024-02-15,잠정실적,브랜드,v1,False,2024-02-15,2팩터시장모델,220,0.0027995832440663136,0.2895100022871948,0.9062606939264723,0.2746561547137826,-0.029686498751191656,-0.027024700058306185,-0.06166105767153035,0.011077260124449859,237880_2023Q4,
237880,클리오,2024Q1,2024-05-10,잠정실적,브랜드,v1,False,2024-05-10,2팩터시장모델,220,0.0017279036289492764,0.10497442509922095,0.9227150827737634,0.2799115818011574,-0.03607572580840705,-0.07254244514017771,-0.09695018480028139,0.030477782608406175,237880_2024Q1,
237880,클리오,2024Q2,2024-08-08,잠정실적,브랜드,v1,False,2024-08-08,2팩터시장모델,220,0.004090205733274796,0.17847534787395727,0.961482817124127,0.31887095124695575,-0.0455502427739501,-0.04842025880407242,-0.11432167828693905,-0.03367562947975542,237880_2024Q2,
237880,클리오,2024Q3,2024-11-08,잠정실적,브랜드,v1,False,2024-11-08,2팩터시장모델,220,0.0009318573063006774,0.4714918284078324,0.8161864817893058,0.37740996305558816,-0.10289610079480811,-0.08399409858040531,-0.08655119620298393,-0.20844131191745624,237880_2024Q3,
237880,클리오,2024Q4,2025-02-21,잠정실적,브랜드,v1,False,2025-02-21,2팩터시장모델,220,-0.0011805177007123899,0.8978211089070078,0.7160933668527438,0.4504110891356107,-0.08653653563725593,-0.04116843150985183,0.13299897852693437,0.14916699923253482,237880_2024Q4,
237880,클리오,2025Q1,2025-05-14,잠정실적,브랜드,v1,False,2025-05-14,2팩터시장모델,220,-0.001169204925062183,0.8771594318932243,0.6355791655752066,0.41343977907113394,-0.14567788067610044,-0.1555493274529056,-0.18233341605876963,-0.0707294367600347,237880_2025Q1,
237880,클리오,2025Q2,2025-08-13,잠정실적,브랜드,v1,False,2025-08-13,2팩터시장모델,220,-0.00318805701958118,0.979531827670438,0.5703136317207531,0.43886608115626213,-0.026897208385338395,-0.02679409022154831,-0.0025843280969801595,0.04449656608255692,237880_2025Q2,
237880,클리오,2025Q3,2025-11-13,잠정실적,브랜드,v1,False,2025-11-13,2팩터시장모델,220,-0.0024284793582119595,1.0318300003962682,0.4632585458872829,0.3972408375676145,-0.013103435963203498,-0.003999778931016147,0.020655202157969232,0.07220430837522021,237880_2025Q3,
237880,클리오,2025Q4,2026-02-13,잠정실적,브랜드,v1,False,2026-02-13,2팩터시장모델,220,-0.0021799525999172285,0.6980531588895107,0.3855807746939645,0.2797028844883177,-0.011182084538437883,-0.0034767765608553977,-0.06418465899545006,-0.03792981245760614,237880_2025Q4,
237880,클리오,2026Q1,2026-05-11,잠정실적,브랜드,v1,False,2026-05-11,2팩터시장모델,220,-0.0030547913946757047,0.6032565971437616,0.38918834320176726,0.4770277203639788,-0.002671800701482187,0.010395798381638215,-0.01816112277622494,0.07598130158244928,237880_2026Q1,
237880,클리오,2026Q2,2026-08-13,잠정실적,브랜드,v1,False,2026-08-13,2팩터시장모델,220,-0.002182333988828196,0.5532324494628622,0.4300557673183104,0.5476415844566844,0.1990710474007133,0.1333824753899704,,0.038785070091994965,237880_2026Q2,
241710,코스메카코리아,2022Q3,2022-11-04,잠정실적,ODM,v1,False,2022-11-04,2팩터시장모델,220,-0.0009088607842437602,0.8640254789391666,0.8677464560151857,0.5296983068307671,-0.015420987571768734,0.19893002212724126,0.1391867646620444,-0.12875782393608645,241710_2022Q3,
241710,코스메카코리아,2022Q4,2023-02-23,잠정실적,ODM,v1,False,2023-02-23,2팩터시장모델,220,-0.00028193428044457014,1.0188471566500552,0.8971489853394213,0.3977514347348726,-0.024605936108233716,0.009741686813057763,-0.040912073588780726,-0.05773722681301781,241710_2022Q4,
241710,코스메카코리아,2023Q1,2023-05-09,잠정실적,ODM,v1,False,2023-05-09,2팩터시장모델,220,-0.0013180490013988745,1.0615516731726404,0.7988651810157582,0.3955780135273955,0.26486542194194185,0.4816705813565991,0.5635925197526654,0.07835022663535733,241710_2023Q1,
241710,코스메카코리아,2023Q2,2023-08-09,잠정실적,ODM,v1,False,2023-08-09,2팩터시장모델,220,0.004253801987851674,0.8335076536678059,1.4621861803387382,0.32214679610614905,-0.2362555796603923,-0.2777917830675856,-0.404278210823187,0.044696908767195856,241710_2023Q2,
241710,코스메카코리아,2023Q3,2023-11-06,잠정실적,ODM,v1,False,2023-11-06,2팩터시장모델,220,0.006899346803158143,0.434196580410104,1.0920411901816638,0.20355171950108086,0.10583984500412054,0.11652953983011265,0.09659322894880772,0.20873068240362075,241710_2023Q3,
241710,코스메카코리아,2023Q4,2024-02-23,잠정실적,ODM,v1,False,2024-02-23,2팩터시장모델,220,0.007193305516320194,0.15797726981477536,1.1748841797897809,0.23124544917551249,-0.04814229583667885,-0.08208209282801829,-0.3288599580049806,0.017236931705243926,241710_2023Q4,
241710,코스메카코리아,2024Q1,2024-05-10,잠정실적,ODM,v1,False,2024-05-10,2팩터시장모델,220,0.006509982460985938,-0.04840100559807519,1.0496847563860519,0.19250952161210788,-0.10216197276933685,-0.13867729934149758,0.027871248754374113,-0.08627024206911348,241710_2024Q1,
241710,코스메카코리아,2024Q2,2024-08-12,잠정실적,ODM,v1,False,2024-08-12,2팩터시장모델,220,0.0060287541140230366,0.042357661735738746,0.947822340105194,0.25444705696442704,0.04522561399100492,0.10191886212037148,0.11833410979776929,-0.12242982476373514,241710_2024Q2,
241710,코스메카코리아,2024Q3,2024-11-08,잠정실적,ODM,v1,False,2024-11-08,2팩터시장모델,220,0.005117777523959541,0.3752312496153031,1.0242139521686469,0.3578126484787387,-0.0627099646304386,-0.12690783323608062,-0.38814214571054495,-0.029119135906771964,241710_2024Q3,
241710,코스메카코리아,2024Q4,2025-02-21,잠정실적,ODM,v1,False,2025-02-21,2팩터시장모델,220,0.0027167891164078094,0.7794963135497712,0.9743389673215134,0.4156613623936092,-0.08381265923735626,-0.13485339696916437,-0.06681366653600203,-0.12634147441587185,241710_2024Q4,
241710,코스메카코리아,2025Q1,2025-05-12,잠정실적,ODM,v1,False,2025-05-12,2팩터시장모델,220,0.0021865917221341635,0.8016644688748555,1.007633500952707,0.43119880624512774,-0.03925850721052245,-0.0912682864422217,0.04574351790326104,-0.14304805913927116,241710_2025Q1,
241710,코스메카코리아,2025Q2,2025-08-11,잠정실적,ODM,v1,False,2025-08-11,2팩터시장모델,220,-0.0007271117475924369,0.9156968787042021,1.052303215543418,0.4383947390065892,0.02299113965997005,0.012302429524862556,0.09578269595948259,-0.0012686834500924768,241710_2025Q2,
241710,코스메카코리아,2025Q3,2025-11-06,잠정실적,ODM,v1,False,2025-11-06,2팩터시장모델,220,-0.0007656078323491232,1.0045644637629043,1.1089536053645834,0.45974318758352195,0.16964685923464745,0.14950219069685095,0.1311209922694448,0.09867437745168185,241710_2025Q3,
241710,코스메카코리아,2025Q4,2026-02-20,잠정실적,ODM,v1,False,2026-02-20,2팩터시장모델,220,0.0012735886816453658,0.725433753083089,1.1967994505729793,0.405601940312432,-0.14894291639536675,-0.11154857512785478,-0.11958032256231571,0.29332216815051726,241710_2025Q4,
241710,코스메카코리아,2026Q1,2026-05-08,잠정실적,ODM,v1,False,2026-05-08,2팩터시장모델,220,0.0021274172585765746,0.48268063843179565,1.1644118232648448,0.3652045022521485,0.0892418544158369,0.12572243710711958,-0.01821629896399178,-0.1275939015163543,241710_2026Q1,
241710,코스메카코리아,2026Q2,2026-08-10,잠정실적,ODM,v1,False,2026-08-10,2팩터시장모델,220,4.71416346600063e-05,0.48187080930064985,1.1695165156150502,0.3786309548776642,0.09620067955968084,0.19410473241155812,,-0.03399901949544605,241710_2026Q2,
257720,실리콘투,2022Q3,2022-11-08,정기보고서,유통,v1,False,2022-11-08,2팩터시장모델,220,0.0006364375437413901,1.005592379948097,0.26766880815035016,0.08371010331608864,-0.019047287322203958,-0.029883748151772343,-0.051832658153790914,0.21099952572741704,257720_2022Q3,
257720,실리콘투,2022Q4,2023-03-22,정기보고서,유통,v1,False,2023-03-22,2팩터시장모델,220,0.0033648330125896388,1.232696066741502,0.306497525156889,0.09842625790591786,-0.07115670177455571,-0.06819934999445519,-0.1421071375383206,-0.012526833642730592,257720_2022Q4,
257720,실리콘투,2023Q1,2023-05-09,정기보고서,유통,v1,False,2023-05-09,2팩터시장모델,220,0.0027433792230289423,1.2331506896807962,0.34050485045825074,0.09957148890287282,0.41502713330570007,0.4801606155489569,0.5345871574391617,-0.013096585788654172,257720_2023Q1,
257720,실리콘투,2023Q2,2023-08-11,정기보고서,유통,v1,False,2023-08-11,2팩터시장모델,220,0.005448600730880366,1.0746877025765793,0.8721533196894327,0.16190574743821895,-0.012641732460249223,-0.04757467354347672,-0.13397715783624212,-0.048061105992452086,257720_2023Q2,
257720,실리콘투,2023Q3,2023-11-14,정기보고서,유통,v1,False,2023-11-14,2팩터시장모델,220,0.00663013039353002,0.7799741494451764,0.9113160045122378,0.15087579926117456,0.04750374742100239,0.09454090725571473,-0.05271894574180797,-0.18033876577158428,257720_2023Q3,
257720,실리콘투,2023Q4,2024-02-20,잠정실적,유통,v1,False,2024-02-20,2팩터시장모델,220,0.00471958780973812,0.6293266051052688,0.8848703220265546,0.1543197293841072,0.2517947454094017,0.14317013562472858,0.3154521135428825,-0.15972864461858233,257720_2023Q4,
257720,실리콘투,2024Q1,2024-05-09,정기보고서,유통,v1,False,2024-05-09,2팩터시장모델,220,0.0067973964352337785,0.5642512287534098,1.0028389628418677,0.164333807381282,0.4806232666650705,0.5870644676166481,0.8465810106972843,0.04907695324781004,257720_2024Q1,
257720,실리콘투,2024Q2,2024-08-13,정기보고서,유통,v1,False,2024-08-13,2팩터시장모델,220,0.009367475554654593,0.7078040595838652,1.1611520233720212,0.22611187980866443,-0.062382871881688735,-0.0569964805988266,-0.18215627703568887,0.05762183372091168,257720_2024Q2,
257720,실리콘투,2024Q3,2024-11-14,정기보고서,유통,v1,False,2024-11-14,2팩터시장모델,220,0.009127664201527129,1.0751682786753705,1.4257061740520243,0.3519002802153387,-0.23664400151488926,-0.27628568771438944,-0.44430219505622887,0.022218263355699718,257720_2024Q3,
257720,실리콘투,2024Q4,2025-02-25,잠정실적,유통,v1,False,2025-02-25,2팩터시장모델,220,0.009077502428001157,1.5107067945335348,1.4965717167943615,0.4253224758415528,-0.2794219949913557,-0.3612557963873666,-0.438231314249791,-0.03523550598394887,257720_2024Q4,
257720,실리콘투,2025Q1,2025-05-12,정기보고서,유통,v1,False,2025-05-12,2팩터시장모델,220,0.005952692797015298,1.3971519928842278,1.4213788993472627,0.3886471166514063,-0.07564766132331746,-0.10675279323044964,0.13378088002041608,0.09777230919447745,257720_2025Q1,
257720,실리콘투,2025Q2,2025-08-11,잠정실적,유통,v1,False,2025-08-11,2팩터시장모델,220,0.002572382695588925,1.4779692122061583,1.2947645906150815,0.4297635941028827,-0.09269186822981301,-0.05746699691692855,-0.1860052017512131,-0.1048791660650579,257720_2025Q2,
257720,실리콘투,2025Q3,2025-11-10,잠정실적,유통,v1,False,2025-11-10,2팩터시장모델,220,0.0010750205293230501,1.3430210355607075,1.2822001895608022,0.3611314757556292,0.10510854801892051,0.1847746322708533,0.10706205656708445,-0.04085295217022006,257720_2025Q3,
257720,실리콘투,2025Q4,2026-02-26,잠정실적,유통,v1,False,2026-02-26,2팩터시장모델,220,0.001492093567821443,0.9069516977006717,1.198172246920744,0.3035163218552712,0.00428021938133466,0.024492441314875553,-0.0747934116347641,-0.16330140635092577,257720_2025Q4,
257720,실리콘투,2026Q1,2026-05-12,잠정실적,유통,v1,False,2026-05-12,2팩터시장모델,220,-0.0006033241612188175,0.7087030451165404,1.2746339975117302,0.4041300514486422,-0.04489562918252177,0.001728235989539334,-0.04989112080983368,-0.08930635652566214,257720_2026Q1,
257720,실리콘투,2026Q2,2026-08-12,잠정실적,유통,v1,False,2026-08-12,2팩터시장모델,220,-0.0019490816211165448,0.5967813796279509,1.0388236201697498,0.4011848807930235,-0.004494953165412832,0.10818872246504604,,-0.08012346831446301,257720_2026Q2,
278470,에이피알,2023Q4,2024-03-21,정기보고서,브랜드,v1,True,2024-03-21,2팩터시장모델,588,0.0028470297876573075,0.4595655712941672,0.80036684782633,0.25780280819284596,-0.004287031850589261,-0.051339759831095726,-0.24903657483944805,,278470_2023Q4,
278470,에이피알,2024Q1,2024-05-02,잠정실적,브랜드,v1,True,2024-05-02,시장조정모델,13,,1.0,,,0.051027136763005604,0.17800962587706398,0.2548992231356871,0.16142856401106118,278470_2024Q1,
278470,에이피알,2024Q2,2024-07-31,잠정실적,브랜드,v1,True,2024-07-31,2팩터시장모델,74,0.003830040472061436,-0.10031165291726493,0.5137859239127291,0.0703864147537625,-0.1270433100733645,-0.19713224378317906,0.012417423452820677,-0.25150407944504366,278470_2024Q2,
278470,에이피알,2024Q3,2024-11-06,잠정실적,브랜드,v1,False,2024-11-06,2팩터시장모델,137,0.0002308887897432896,0.5908293681633288,0.7115732407563744,0.17825014449010101,0.05480108465773799,-0.0001052987420321859,0.23719980490497805,0.012875349856840239,278470_2024Q3,
278470,에이피알,2024Q4,2025-02-10,잠정실적,브랜드,v1,False,2025-02-10,2팩터시장모델,198,5.2305215575008685e-05,0.8387333442766728,0.6475444908711592,0.20075444481052518,0.0532505286220718,0.1170604764533808,0.3404288720106605,-0.0757703000768718,278470_2024Q4,
278470,에이피알,2025Q1,2025-05-08,잠정실적,브랜드,v1,False,2025-05-08,2팩터시장모델,220,0.0022988519726757648,1.0518072911667975,0.7110760854384768,0.27621086158066577,0.28469950407589817,0.3776182273373026,0.38568096093636606,0.08013781344525345,278470_2025Q1,
278470,에이피알,2025Q2,2025-08-06,잠정실적,브랜드,v1,False,2025-08-06,2팩터시장모델,220,0.004322685295857848,1.0643865867037354,0.6817588652281265,0.25917868167397917,0.11324603645754158,0.12548475306390297,0.09087247217744439,0.07980856607432832,278470_2025Q2,
278470,에이피알,2025Q3,2025-11-06,잠정실적,브랜드,v1,False,2025-11-06,2팩터시장모델,220,0.005777638289853687,1.0402685414429074,0.8513382786580106,0.280251679543134,-0.08822718125836118,-0.20102253321882244,-0.0998325530018516,-0.07539769349840819,278470_2025Q3,
278470,에이피알,2025Q4,2026-02-04,잠정실적,브랜드,v1,False,2026-02-04,2팩터시장모델,220,0.007060725407842137,0.4303561593035043,1.0736192428977798,0.27262851983695,0.035309993717978445,-0.006999961881632294,0.14164750425999967,-0.02258629471846811,278470_2025Q4,
278470,에이피알,2026Q1,2026-05-07,잠정실적,브랜드,v1,False,2026-05-07,2팩터시장모델,220,0.006195458891498395,0.4194598819816957,1.0680380609398081,0.29145540482901977,0.008330684128242491,-0.04402741981313208,-0.06874706015671914,-0.006261386665242093,278470_2026Q1,
278470,에이피알,2026Q2,2026-08-05,잠정실적,브랜드,v1,False,2026-08-05,2팩터시장모델,220,0.0022004776540456806,0.39615224413145356,0.9371637886183743,0.30158861154121774,-0.0047244897048951545,-0.10284738635171148,,-0.2090657799528264,278470_2026Q2,
483650,달바글로벌,2025Q2,2025-08-08,잠정실적,브랜드,v1,True,2025-08-08,시장조정모델,23,,1.0,,,-0.185961006339681,-0.2780024940312835,-0.3453654947854233,0.040950370061319095,483650_2025Q2,
483650,달바글로벌,2025Q3,2025-11-05,잠정실적,브랜드,v1,True,2025-11-05,2팩터시장모델,80,0.002185827813227261,1.2548510057675084,1.4404230401669764,0.32149812586256143,-0.157314471492354,-0.16841726193543852,-0.17002780375866333,-0.0004097131474536386,483650_2025Q3,
483650,달바글로벌,2025Q4,2026-02-20,잠정실적,브랜드,v1,False,2026-02-20,2팩터시장모델,151,0.0016581247242803624,0.3750158048744199,1.228381940147887,0.2679739755232339,0.02162555416169811,0.03344487830332754,-0.04935722563562128,-0.022837685643331298,483650_2025Q4,
483650,달바글로벌,2026Q1,2026-05-12,잠정실적,브랜드,v1,False,2026-05-12,2팩터시장모델,205,8.608671489517129e-05,0.5481735290400737,1.1322789056515676,0.3259432884856419,0.19939522351451294,0.1021836749923944,0.12721308921469382,0.09280061298408035,483650_2026Q1,
483650,달바글로벌,2026Q2,2026-08-13,잠정실적,브랜드,v1,False,2026-08-13,2팩터시장모델,220,-1.991547817055189e-05,0.3533400765933167,1.0020106631931824,0.3152338605009124,-0.12902487208419333,-0.19758131463062284,,0.016026773169620177,483650_2026Q2,
