종목코드,종목명,분기,발표일,정보출처,유형,포함버전,상장직후,거래일t0,모델,추정관측수,alpha,beta_시장,beta_섹터,R2,CAR_0_1,CAR_0_5,CAR_0_20,CAR_PRE,이벤트키,사유
192820,코스맥스,2024Q3,2024-11-11,잠정실적,ODM,v1,False,2024-11-11,2팩터시장모델,220,-0.0003267143845045407,0.47663846273806115,0.7626246258907973,0.36096171559410994,-0.06235566537622567,0.010117282020194926,0.05941783633289589,0.21770586564415867,192820_2024Q3,
192820,코스맥스,2024Q4,2025-03-19,정기보고서,ODM,v1,False,2025-03-19,2팩터시장모델,220,0.0026697103664436303,0.7627571306092344,0.8671976705250306,0.4142127165437768,-0.01417625894486527,-0.0330810036331803,-0.12674292879592258,0.14334292989231553,192820_2024Q4,
192820,코스맥스,2025Q1,2025-05-13,잠정실적,ODM,v1,False,2025-05-13,2팩터시장모델,220,0.0018326607169763661,0.7745058732759331,0.8629770485053784,0.3820099633275976,0.10197434664479513,0.0577788203714097,0.08838040397823003,0.04962021402420103,192820_2025Q1,
192820,코스맥스,2025Q2,2025-08-11,잠정실적,ODM,v1,False,2025-08-11,2팩터시장모델,220,0.002800422253857184,0.9211954068056307,0.9170170631839887,0.4015377997314985,-0.19386419320501252,-0.216590924785448,-0.1659400132898479,-0.02668791239321807,192820_2025Q2,
192820,코스맥스,2025Q3,2025-11-10,잠정실적,ODM,v1,False,2025-11-10,2팩터시장모델,220,0.0016266788005155927,1.0345544948164918,0.9378128961854933,0.41954189687135623,-0.18105760498343015,-0.17735406729274733,-0.16340079920504297,-0.014300540854283674,192820_2025Q3,
192820,코스맥스,2025Q4,2026-03-18,정기보고서,ODM,v1,False,2026-03-18,2팩터시장모델,220,-0.0012670237238719812,0.6360385425489576,0.9314575465929875,0.3652167196605095,0.020477062292655137,0.09998767423923097,0.06312005762877837,-0.0037098766266438765,192820_2025Q4,
192820,코스맥스,2026Q1,2026-05-12,잠정실적,ODM,v1,False,2026-05-12,2팩터시장모델,220,-0.0008941207391298774,0.5023986518298273,0.9190002108885779,0.3629680206849599,-0.09142792966835347,-0.09898102853767499,-0.10642822641412335,0.04499862442560072,192820_2026Q1,
192820,코스맥스,2026Q2,2026-08-11,잠정실적,ODM,v1,False,2026-08-11,2팩터시장모델,220,-0.003271671079520861,0.3184173152952092,0.9950276701742361,0.4081779423935936,0.12717224178310596,0.1608057812563143,,0.06252585225732421,192820_2026Q2,
214450,파마리서치,2022Q3,2022-11-14,정기보고서,메디컬,v2,False,2022-11-14,2팩터시장모델,220,-0.0003613759249189933,0.8742428555337856,0.20400433126901135,0.4397390738862659,-0.027775849840572252,0.03258567097410271,0.0464919737674031,0.01641439492781052,214450_2022Q3,
214450,파마리서치,2022Q4,2023-02-15,잠정실적,메디컬,v2,False,2023-02-15,2팩터시장모델,220,0.0007405286159132283,0.9379648239107489,0.12260492811020807,0.4868702200713654,0.009236409213145174,-0.019295240520741115,-0.05759361223705703,0.024591583941007508,214450_2022Q4,
214450,파마리서치,2023Q1,2023-05-15,정기보고서,메디컬,v2,False,2023-05-15,2팩터시장모델,220,-0.0006885619807957647,0.9188041467986539,0.07991875059051066,0.43270034370897026,0.16173741461878596,0.14269221495143466,0.2912703208845879,0.14974471663174638,214450_2023Q1,
214450,파마리서치,2023Q2,2023-08-11,정기보고서,메디컬,v2,False,2023-08-11,2팩터시장모델,220,0.003302467630942227,0.9120554157178304,0.15625162167068435,0.2934933851259851,-0.04982993209234403,-0.08996815490611973,-0.24969992368840527,0.06563462681627392,214450_2023Q2,
