종목코드,종목명,연도,분기,기준,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익,산출방식,OPM,분기라벨
278470,에이피알,2025,1,연결,581191093787.0,235668245170.0,345522848617.0,266032725955.0,54568141909.0,49941244107.0,직접,0.20511815496801064,2025Q1
278470,에이피알,2025,2,연결,651336744900.0,243204805352.0,408131939548.0,327734894608.0,84552442450.0,66309082291.0,직접,0.2579903569655963,2025Q2
278470,에이피알,2025,3,연결,617130435828.0,268420165508.0,348710270320.0,385942757341.0,96127667281.0,74634440014.0,직접,0.2490723441561214,2025Q3
278470,에이피알,2025,4,연결,771737546894.0,325937736580.0,445799810314.0,547634595477.0,130272377294.0,98770046875.0,역산,0.23788193508945563,2025Q4
278470,에이피알,2026,1,연결,952996015797.0,446415725952.0,506580289845.0,593355595556.0,152271694994.0,117263942770.0,직접,0.2566280593533711,2026Q1
278470,에이피알,2026,2,연결,1102085656477.0,454051861816.0,648033794661.0,767533293305.0,190553013038.0,141529504826.0,직접,0.24826677187836155,2026Q2
483650,달바글로벌,2024,3,연결,127121984590.0,38077604357.0,89044380233.0,73672161677.0,14044212551.0,9617110068.0,직접,0.19063119951025567,2024Q3
483650,달바글로벌,2024,4,연결,136108165193.0,34039092723.0,102069072470.0,95331577136.0,13476519665.0,12987047125.0,역산,0.14136469855916053,2024Q4
483650,달바글로벌,2025,1,연결,168370270265.0,43713037595.0,124657232670.0,113759841458.0,30051140401.0,24749213281.0,직접,0.26416299474269966,2025Q1
483650,달바글로벌,2025,2,연결,237001236727.0,48017563240.0,188983673487.0,128372734047.0,29230269832.0,19803061297.0,직접,0.2276984287122698,2025Q2
483650,달바글로벌,2025,3,연결,257810703067.0,54091733069.0,203718969998.0,114165748515.0,16652191024.0,14014411521.0,직접,0.14585978054365495,2025Q3
483650,달바글로벌,2025,4,연결,255334642397.0,56779849718.0,198554792679.0,163437123886.0,25535813946.0,20486848014.0,역산,0.15624243341317998,2025Q4
483650,달바글로벌,2026,1,연결,298481034907.0,66621059200.0,231859975707.0,171242032413.0,45090464054.0,36337195796.0,직접,0.263314230849884,2026Q1
483650,달바글로벌,2026,2,연결,339944196483.0,88131618034.0,251812578449.0,186860908470.0,47240874551.0,38059528099.0,직접,0.2528130411962778,2026Q2
