종목코드,종목명,유형,포함버전,corp_code,공시유형,접수일자,접수번호,제출인,공시명,정정여부,구분,대상연도,대상분기
161890,한국콜마,ODM,v1,00939331,거래소공시,20230811,20230811800057,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2023.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20230811,20230811800056,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2023.0,2.0
161890,한국콜마,ODM,v1,00939331,정기공시,20230814,20230814003077,한국콜마,반기보고서 (2023.06),False,정기보고서,2023.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20231110,20231110800086,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2023.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20231110,20231110800084,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2023.0,3.0
161890,한국콜마,ODM,v1,00939331,정기공시,20231114,20231114002768,한국콜마,분기보고서 (2023.09),False,정기보고서,2023.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240208,20240208800784,한국콜마,매출액또는손익구조30%(대규모법인은15%)이상변동(자회사의 주요경영사항),False,잠정실적,2023.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240227,20240227800141,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2023.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240227,20240227800140,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2023.0,4.0
161890,한국콜마,ODM,v1,00939331,정기공시,20240320,20240320001629,한국콜마,사업보고서 (2023.12),False,정기보고서,2023.0,4.0
161890,한국콜마,ODM,v1,00939331,정기공시,20240321,20240321001772,한국콜마,[기재정정]사업보고서 (2023.12),True,정기보고서,2023.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240510,20240510800096,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2024.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240510,20240510800093,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2024.0,1.0
161890,한국콜마,ODM,v1,00939331,정기공시,20240516,20240516001645,한국콜마,분기보고서 (2024.03),False,정기보고서,2024.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240809,20240809800087,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2024.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20240809,20240809800086,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2024.0,2.0
161890,한국콜마,ODM,v1,00939331,정기공시,20240814,20240814002200,한국콜마,반기보고서 (2024.06),False,정기보고서,2024.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20241108,20241108800103,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2024.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20241108,20241108800101,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2024.0,3.0
161890,한국콜마,ODM,v1,00939331,정기공시,20241114,20241114001418,한국콜마,분기보고서 (2024.09),False,정기보고서,2024.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250211,20250211800581,한국콜마,매출액또는손익구조30%(대규모법인은15%)이상변동(자회사의 주요경영사항),False,잠정실적,2024.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250225,20250225800260,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2024.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250225,20250225800259,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2024.0,4.0
161890,한국콜마,ODM,v1,00939331,정기공시,20250318,20250318001173,한국콜마,사업보고서 (2024.12),False,정기보고서,2024.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250509,20250509800090,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2025.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250509,20250509800088,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2025.0,1.0
161890,한국콜마,ODM,v1,00939331,정기공시,20250515,20250515002436,한국콜마,분기보고서 (2025.03),False,정기보고서,2025.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250808,20250808800057,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2025.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20250808,20250808800054,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2025.0,2.0
161890,한국콜마,ODM,v1,00939331,정기공시,20250814,20250814003001,한국콜마,반기보고서 (2025.06),False,정기보고서,2025.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20251107,20251107800058,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2025.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20251107,20251107800056,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2025.0,3.0
161890,한국콜마,ODM,v1,00939331,정기공시,20251114,20251114001172,한국콜마,분기보고서 (2025.09),False,정기보고서,2025.0,3.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260225,20260225800394,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2025.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260225,20260225800390,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2025.0,4.0
161890,한국콜마,ODM,v1,00939331,정기공시,20260318,20260318001196,한국콜마,사업보고서 (2025.12),False,정기보고서,2025.0,4.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260508,20260508800088,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2026.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260508,20260508800086,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2026.0,1.0
161890,한국콜마,ODM,v1,00939331,정기공시,20260514,20260514000877,한국콜마,분기보고서 (2026.03),False,정기보고서,2026.0,1.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260812,20260812800082,한국콜마,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2026.0,2.0
161890,한국콜마,ODM,v1,00939331,거래소공시,20260812,20260812800079,한국콜마,영업(잠정)실적(공정공시),False,잠정실적,2026.0,2.0
161890,한국콜마,ODM,v1,00939331,정기공시,20260814,20260814002721,한국콜마,반기보고서 (2026.06),False,정기보고서,2026.0,2.0
192820,코스맥스,ODM,v1,01009789,정기공시,20221114,20221114000994,코스맥스,분기보고서 (2022.09),False,정기보고서,2022.0,3.0
192820,코스맥스,ODM,v1,01009789,정기공시,20230322,20230322001169,코스맥스,사업보고서 (2022.12),False,정기보고서,2022.0,4.0
192820,코스맥스,ODM,v1,01009789,거래소공시,20230512,20230512800609,코스맥스,연결재무제표기준영업(잠정)실적(공정공시),False,잠정실적,2023.0,1.0
192820,코스맥스,ODM,v1,01009789,정기공시,20230515,20230515001659,코스맥스,분기보고서 (2023.03),False,정기보고서,2023.0,1.0
