종목코드,종목명,분기,발표일,정보출처,유형,포함버전,상장직후,거래일t0,모델,추정관측수,alpha,beta_시장,beta_섹터,R2,CAR_0_1,CAR_0_5,CAR_0_20,CAR_PRE,이벤트키,사유,매출액,영업이익,OPM,자산총계,매출YoY,OPM변화,추세이탈도,흑자전환,적자전환,적자지속,로그자산,기준,산출방식,잠정실적더미,분석표본
018290,브이티,2025Q1,2025-05-13,정기보고서,브랜드,v1,False,2025-05-13,2팩터시장모델,220,0.0040324404941369,1.3473090031322756,1.1852810633873243,0.4609638244130302,0.0184944512280397,0.0883121423122092,-0.1675833112648883,-0.0874195196561321,018290_2025Q1,,100449659941.0,29017313043.0,0.2888741789672914,370696203736.0,-0.01326728965900569,0.053462920071512404,-0.03479013591039148,0,0,0,26.63864870625217,연결,직접,0,True
018290,브이티,2025Q2,2025-08-12,정기보고서,브랜드,v1,False,2025-08-12,2팩터시장모델,220,0.0006675102593288,1.3056526384304294,1.2167226898896797,0.4941513857871734,0.0579746239665727,0.0492053720269934,-0.14405302196596,0.1135791253917509,018290_2025Q2,,111520825859.0,29066880443.0,0.2606408284650829,381274680579.0,-0.01616039671521381,0.022246606985553807,-0.00876969393803198,0,0,0,26.66678589871767,연결,직접,0,True
018290,브이티,2025Q3,2025-11-14,정기보고서,브랜드,v1,False,2025-11-14,2팩터시장모델,220,-0.0005125014006776,1.2077048596284683,0.959559864508702,0.383876537835509,-0.0642636962994374,-0.154837035078335,-0.1973644968904963,-0.0549406855022402,018290_2025Q3,,110219156432.0,12123907082.0,0.1099981842945774,339728376202.0,0.058375056244456165,-0.18607787167346146,-0.14548244818851253,0,0,0,26.551412241747595,연결,직접,0,True
018290,브이티,2025Q4,2026-02-26,잠정실적,브랜드,v1,False,2026-02-26,2팩터시장모델,220,-0.0034747147744138,0.8135820485884662,0.7172817769990716,0.3644627980685287,-0.0324053745050098,-0.0641778836415593,0.0007731793546391,0.0546814763657854,018290_2025Q4,,114994014199.0,12661114191.0,0.1101023760166301,353501351205.0,0.02304285400353618,-0.14858755003520502,0.004718907625582437,0,0,0,26.591153144637826,연결,역산,1,True
018290,브이티,2026Q1,2026-05-15,정기보고서,브랜드,v1,False,2026-05-15,2팩터시장모델,220,-0.0052393680715616,0.7590033973124591,0.7213082104415347,0.4737406990980682,0.0403368516437293,0.0618197522332058,0.0701479002811548,0.019769577770402,018290_2026Q1,,114290932582.0,17333482678.0,0.1516610485749934,368179337493.0,0.13779312592128032,-0.137213130392298,0.11478663417229093,0,0,0,26.631835986552595,연결,직접,0,True
018290,브이티,2026Q2,2026-08-13,정기보고서,브랜드,v1,False,2026-08-13,2팩터시장모델,220,-0.0054625090160459,0.8167316766633261,0.7573608411489795,0.5701619717150128,-0.110318657870976,-0.1194598727289843,,0.1174495234990009,018290_2026Q2,,131668235835.0,10678686238.0,0.0811029795476411,376321807368.0,0.1806605162830585,-0.1795378489174418,0.011757480277475517,0,0,0,26.653710484947432,연결,직접,0,True
090430,아모레퍼시픽,2022Q3,2022-10-31,잠정실적,브랜드,v1,False,2022-10-31,2팩터시장모델,220,-0.0008769416550405,0.989497917800538,0.6880494683084029,0.319490037197367,0.043567066007535,0.1296759879503207,0.2777255193489342,-0.1155383251636391,090430_2022Q3,,936411432151.0,18804243476.0,0.0200811767460008,5868503207596.0,-0.15558033547781658,-0.025313119715079404,-0.01655206647776236,1,0,0,29.400620727064954,연결,직접,1,True
090430,아모레퍼시픽,2022Q4,2023-02-01,잠정실적,브랜드,v1,False,2023-02-01,2팩터시장모델,220,0.000436390504512,1.0999754761919531,0.7195330023061127,0.3398463042922176,0.02060547402954,-0.0014282464459319,-0.0280395655829261,-0.0021762344958617,090430_2022Q4,,1087768761511.0,56957256391.0,0.0523615481583435,5801783178159.0,-0.17888634711249193,0.0330713271035535,0.05579554509378713,0,0,0,29.389186430739716,연결,역산,1,True
090430,아모레퍼시픽,2023Q1,2023-05-02,잠정실적,브랜드,v1,False,2023-05-02,2팩터시장모델,220,-0.000295798569169,1.1583635503671244,0.6875005323046279,0.3440324693294597,-0.0735272624809438,-0.1404071478608053,-0.3066263655046204,-0.1182875291950785,090430_2023Q1,,913697617945.0,64352596937.0,0.0704309562300661,5886596551237.0,-0.215730602917179,-0.0651846984880001,0.08426353680899555,0,0,0,29.403699111476925,연결,직접,1,True
090430,아모레퍼시픽,2023Q2,2023-07-26,잠정실적,브랜드,v1,False,2023-07-26,2팩터시장모델,220,-0.0013647682535304,1.168801021870313,0.7025541745663877,0.363802602218928,0.1238991463563641,0.1783053765420831,0.165422613005633,0.034418643062804,090430_2023Q2,,945384372586.0,5888759554.0,0.0062289580034964,5871946490650.0,-0.00035701501983798685,0.0268741285894401,-0.1022914747585411,0,0,0,29.401207294571517,연결,직접,1,True
090430,아모레퍼시픽,2023Q3,2023-10-31,잠정실적,브랜드,v1,False,2023-10-31,2팩터시장모델,220,0.0010135185129048,1.1282505492950134,0.6635025091659533,0.3244746671132784,0.1817787723760114,0.186634104843782,0.1652447812210762,0.0061025704071854,090430_2023Q3,,888832482657.0,17253435444.0,0.0194113466605361,5862654698333.0,-0.050809876791772984,-0.0006698300854646975,-0.012836503011673708,0,0,0,29.399623637128148,연결,직접,1,True
090430,아모레퍼시픽,2023Q4,2024-01-30,잠정실적,브랜드,v1,False,2024-01-30,2팩터시장모델,220,-0.0003739335309187,0.6292366711608599,0.4563000281733977,0.1784341618917528,-0.1245610321268519,-0.072754158185691,-0.1050706594271691,-0.0027625993419167,090430_2023Q4,,926049119969.0,20676465127.0,0.0223276116581074,5886510888702.0,-0.14867097425868175,-0.0300339365002361,0.03126969992959917,0,0,0,29.4036845592382,연결,역산,1,True
090430,아모레퍼시픽,2024Q1,2024-04-29,잠정실적,브랜드,v1,False,2024-04-29,2팩터시장모델,220,-0.0008073937028895,0.6616957477490925,0.4280756455539557,0.1597416281917397,0.0964997947719814,0.0603257679779426,0.1097036212833604,0.2374244365134801,090430_2024Q1,,911452525506.0,72675928942.0,0.0797363844064762,6004336874938.0,-0.0024571503689037122,0.0093054281764101,0.08288862277227044,0,0,0,29.423503136543133,연결,직접,1,True
090430,아모레퍼시픽,2024Q2,2024-08-06,잠정실적,브랜드,v1,False,2024-08-06,2팩터시장모델,220,0.0022560209420079,0.3523135924327714,0.4585498507212943,0.1573780256394158,-0.2664063779520161,-0.3297435048932293,-0.2627182362475356,0.2000391519119261,090430_2024Q2,,904751327724.0,4153760695.0,0.0045910523341803,6810769142910.0,-0.0429804490535977,-0.0016379056693161002,-0.08390816206313285,0,0,0,29.549526172870962,연결,직접,1,True
090430,아모레퍼시픽,2024Q3,2024-10-31,잠정실적,브랜드,v1,False,2024-10-31,2팩터시장모델,220,0.0016475566997371,0.387460978893295,0.5084306684682288,0.1410745269309519,0.017723814316769,0.0327828465044378,-0.0152328375361994,-0.1887903784715271,090430_2024Q3,,977207865626.0,65170990869.0,0.0666910215947263,6716788694124.0,0.09942861528284629,0.0472796749341902,0.0340828032566686,0,0,0,29.53563128334775,연결,직접,1,True
090430,아모레퍼시픽,2024Q4,2025-02-06,잠정실적,브랜드,v1,False,2025-02-06,2팩터시장모델,220,-0.0001862141952902,0.524530656201756,0.5803439565212758,0.2152177797273158,-0.0400830546474863,-0.0437186220675819,-0.0392217519481824,0.2067608228845831,090430_2024Q4,,1091698980330.0,78480663407.0,0.0718885561139544,6783507800768.0,0.17887804954292838,0.049560944455846995,0.01975913245561472,0,0,0,29.545515458833226,연결,역산,1,True
090430,아모레퍼시픽,2025Q1,2025-04-30,잠정실적,브랜드,v1,False,2025-04-30,2팩터시장모델,220,-0.0005719656368579,0.6731336474659593,0.571682710819337,0.2212566694033449,0.0190506470419778,-0.0307701752364547,0.0085491684318749,0.1394541969004488,090430_2025Q1,,1067512073116.0,117729877264.0,0.1102843520264402,6877582295704.0,0.1712207089704012,0.030547967619964006,0.040282151346523715,0,0,0,29.55928829560652,연결,직접,1,True
090430,아모레퍼시픽,2025Q2,2025-08-01,잠정실적,브랜드,v1,False,2025-08-01,2팩터시장모델,220,-0.0007356730508772,0.7856457759585801,0.5465211115422153,0.2436623281679673,-0.015660466034212,-0.0719234269464981,-0.0991073164551935,-0.0303268080459606,090430_2025Q2,,1005023630792.0,73662493730.0,0.0732942902764892,6764514199199.0,0.11082857796986698,0.0687032379423089,-0.08082480093128436,0,0,0,29.542711564063534,연결,직접,1,True
090430,아모레퍼시픽,2025Q3,2025-11-06,잠정실적,브랜드,v1,False,2025-11-06,2팩터시장모델,220,-0.0010210289398615,0.9710538178892631,0.4362519543442364,0.3900367698160322,0.0831088989913306,0.0791989293369291,0.0958234117683166,-0.0493624353898241,090430_2025Q3,,1016903549806.0,91886526963.0,0.0903591367937791,6734001242179.0,0.04062153567968972,0.023668115199052805,-0.007921508353507821,0,0,0,29.53819062113118,연결,직접,1,True
090430,아모레퍼시픽,2025Q4,2026-02-06,잠정실적,브랜드,v1,False,2026-02-06,2팩터시장모델,220,-0.0010558296205131,0.4948502204777552,0.4674052052369833,0.2814608139796452,0.1705098361422282,0.1462028823464614,0.0162669665563811,0.098411369834831,090430_2025Q4,,1163380967782.0,52547649106.0,0.0451680494706585,6961213309494.0,0.0656609456851667,-0.026720506643295894,-0.03174350796618848,0,0,0,29.571374901158574,연결,역산,1,True
