이벤트키,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
018290_2025Q1,-0.017035107762803314,-0.03899492811754981,-0.019535867274907606,-0.005010209463579531,0.045416703874373084,0.013732439593429166,0.005118331292224066,0.034026426137386614,0.012578817076814635,-0.022063482669705717,-0.00018741562403528159,-0.0031345346322123723,0.02223003108636057,-0.024023370093639324,0.0038278798974242375,-0.024337083150096,-0.009942603710672165,-0.00785432426174748,-0.013803669563148036,-0.038427552290047906,0.0074116981724342765,0.011082753055605452,0.05244281481099469,-0.013581443798267045,0.023064606421462536,0.007891713649979377,-0.02492619380641485,-0.04156913292118275,-0.004415540544605176,-0.05119203412826714,-0.009113287458131588,-0.004125417737071448,-0.014123427022851753,-0.00023185385593784032,0.04006679038674468,-0.013845498328597047,-0.011531556556212316,-0.04027760465318565,-0.018247336185278983,-0.036358997432745024,-0.026004363333360696
018290_2025Q2,0.0319404604694027,0.03771864340277027,0.019116181736695534,0.025259895029865392,-0.02395425570503422,-0.003868093652187703,-0.02901386319439673,0.019719693699683242,0.0034107686542735995,0.0009619903359904987,0.0542664432498713,0.007509775935229266,-0.05528438558489085,0.04809701195941547,-0.009103424558702118,-0.052602470195660125,-0.013954278727313096,-0.011114547116344103,-0.011550838920190286,0.07602441857327291,0.03826600566658332,0.019708618299989468,0.02215052295718978,-0.01215371572671143,-0.01345340210738324,-0.005312657062674517,0.02346665571384693,-0.026452405310077823,-0.015568376780266204,-0.02537545026656103,0.03342525070551913,-0.02755896701288582,-0.013422221492297121,-0.06604947853818034,0.005313110988928175,0.012982432433186948,0.024969130459836356,-0.062264188271319555,-0.011343964181767894,-0.05253397522049156,0.007154052779576427
018290_2025Q3,0.0027142185785485502,-0.03295879399691713,0.001590349691819734,-0.01564975254160801,-0.017197124448469145,0.003746135959243113,0.011452519475754673,-0.007697824477507757,-0.007123553498083603,0.0035419819643311545,-0.01566157498357771,0.016588896336390588,-0.013825641890629542,-0.005247194778187428,0.010264613285475038,-0.012291015496981738,0.017016678399637043,0.02443185031604687,-0.01505835706360986,-0.003577096333915053,-0.022855563778477167,-0.04140813252096025,-0.013494305301678288,-0.04835750572183494,-0.018739820958794423,-0.009981706796589995,0.016223029545029403,-0.003396808841716892,0.018545913642979764,-0.02236399104144681,-0.010200961822209285,-0.0013988880726628489,0.019013217709350657,0.005579784056621968,-0.01951773038328067,-0.0002714275498247481,-0.015296456255933628,-0.010522949269979587,-0.0065147707291184995,-0.00841125371333205,-0.0039941690866380246
018290_2025Q4,0.04521512467157662,0.0056367782201980675,0.02450426096871576,-0.02591759160748081,0.0596044224953203,-0.015147603799402293,-0.005792464406845295,0.01677050403188939,-0.009154417019405742,0.0005351217605649335,0.0637436897039289,0.0012119735374960016,-0.006969063209228457,-0.008754219754408134,-0.0022393759057022233,-0.038008087647972116,-0.0038121762492523865,0.011601703243710055,-0.02686097892192991,-0.03148612374598723,-0.025037298149161336,-0.00736807635584848,0.00872088335592909,-0.005272329762246078,-0.012637433779769738,-0.02258362895046282,0.0029730740072888215,0.022018029246983324,1.3664755049679067e-06,-0.02167451898256701,0.006727381851679743,-0.008229184182535064,0.007947051366919054,-0.003825971827248081,-0.012570549419575243,0.04960742424894826,-0.023777473083954698,0.012531610497693677,-0.012142245515720466,0.00541339124537224,0.03995167706740897
018290_2026Q1,-0.009861137976548006,-0.006611796101497975,-0.004829040183682002,-0.00971840746677215,-0.0071081623073841575,-0.005630794466057307,-0.016818234800702957,0.06784334678082245,0.01112245108819506,-0.01773269031222755,0.05369679038935143,0.012672924901404335,-0.017150196830020257,0.003971119403671789,-0.0036011097920378224,-0.009902780036439646,-0.034459740796486935,0.03658129467635965,0.012617742096268716,-0.0353120004958146,0.006836543652882027,0.03350030799084729,0.01003338970177599,-0.008656195337197664,-0.022443300267056373,0.04254900649195454,-0.024313700914355914,-0.008001191183617327,-0.02099461893296664,0.00737992439123035,-0.005875285618896376,0.010051052098119708,-0.016670544822224388,0.00875237224583042,-0.0021337507226452807,0.042779460489838106,0.004694220200529753,-0.028143134153844167,0.04403822451976558,-0.016412177522716363,0.013177297973901613
018290_2026Q2,0.004966313171885221,-0.008742105671549882,0.005674410841547781,-0.013057623246081987,0.013293423061218466,0.0024094377108976398,0.033219609228011676,-0.006650122353499259,0.015689653246071127,-0.020976691140104774,0.047268570541492444,0.024118697511620026,-0.00040493015034192767,0.02343414787410423,0.020032588678372272,-0.00836848634365285,0.0105243145289775,-0.012149477829855669,0.04955304272016628,-0.06238524888027732,-0.0697911964660856,-0.04052746140489041,0.004459490015223173,-0.01915764183106787,0.006888643485053192,-0.0013317065272167791,,,,,,,,,,,,,,,
090430_2022Q3,-0.009816502143921822,-0.025054626526012883,-0.010621725892348314,0.023716159303532644,0.008880600440561486,0.003097925236881906,-0.023763436289324827,0.022053157863193597,-0.01830354097786476,-0.00581997733038285,-0.007878930248788437,-0.0021409110479875763,-0.0007744640047492859,0.009352283321793161,0.01121844940298254,-0.01674247358505069,-0.03262042242768018,-0.0679616743516839,0.02855328715129498,-0.000911503058083938,0.010465153772801505,0.03310191223473351,0.058352155343422814,-0.04487940528646059,0.10915828210744523,-0.03652211022162176,0.04028229424555664,0.010103426071574235,-0.01876127803709908,0.06095289432113804,-0.008162414631070161,0.03571771718452328,-0.03056593858908111,-0.004860887421283339,-0.014200182239925155,-0.01094840692269813,0.012954612490982632,0.00444770592381475,0.011253860806713228,0.02186414982499513,0.037971978370472545
090430_2022Q4,-0.0067360792218250955,-0.01263422999374288,-0.025724290584695754,0.04005734778372553,0.003406375162221892,0.021059109175530055,-0.023855034636581146,0.016247466921290407,-0.027416152261218196,-0.004226828156826299,0.009302842842109558,0.022202026957615507,-0.013660716436606,-0.0003862156963501569,0.006204288959472224,-0.016385470697953562,-0.01673167573639092,0.016624489760810202,0.0014570536055565561,0.009019457757996292,-0.035373671168096,0.05597914519763603,-0.009904355090399965,-0.014828612638255627,0.006664086774701706,-0.003964839521518048,0.0209223796172958,0.001671000918634731,-0.009580964900432243,0.016979855073085616,-0.008316927097849147,-0.002058947646853157,-0.0027548182601463064,0.014181100872793777,-0.02021023800341823,0.0024522407886917556,0.0010396522531622345,-0.01246587447978749,-0.016314017189727744,-0.036166503729637124,0.024010742647193342
090430_2023Q1,-0.0060583662542227044,-0.0019999403079786846,-0.0248174132822307,-0.0007165391021004847,0.01287818664846434,-0.003827360052654289,-0.003953667210558037,-0.015935609667402196,-0.005959013869700376,0.006409427519309012,-0.01959266185094165,0.012041633430111484,0.004032264557612941,-0.010057487423522929,-0.05799888681332096,0.002653712872381893,-0.014913929337386013,0.0004106572642334649,-0.013638925998795272,0.02275638968362262,-0.017922590348283814,-0.05560467213265999,0.012915768973846905,-0.0051261620168363276,-0.030990017151431647,-0.04367947518544045,-0.02492409941860603,-0.0033475089149073807,-0.004627986714587475,-0.004490562581177078,-0.01980072861712326,0.007274646838079964,0.014955504812791409,0.01334261567678822,-0.022305137548149372,-0.019713997577079968,-0.016393957859968382,0.005106160657698988,-0.0274439138704919,-0.05298237629481272,-0.010867876232270151
090430_2023Q2,-0.025540876283914625,-0.01559462232255123,-0.01439147093856578,-0.008581332986271405,-0.0019288063918441421,-0.00855562938720249,0.004357464552271853,0.0019744023307568083,0.01724780204764157,0.03304183201051175,0.052087435037856025,0.001830865649937707,0.02658714003243992,0.01960915820353837,-0.03120555543079699,0.021110643491662202,-0.03353517943277587,0.018226360136153502,-0.009934455431790494,-0.012386531824252662,0.01620220625897946,0.1076969400973847,-0.013103798133717228,0.005753452493867666,-0.011817392636571989,0.07357396846214057,-0.006543767318772209,-0.01532181430415399,-0.0029098713639070586,-0.03509205084604444,0.04421234092710337,0.023777700885298556,0.004360604877239932,0.0051920282138060644,-0.006155478440881698,-0.016393123328394835,-0.015499536117420274,-0.013679374086147356,-0.02270702462086898,0.033445405324238696,0.01043119666245411
